Tytuł,Cena,Sklep,Procesor,RAM,Grafika,Typ ekranu,Dysk,Dysk SSD,Dysk SSD,System operacyjny,Firma procesora
Lenovo Legion 5‑16 i5‑13450HX/32GB/512+1TB RTX4060,6199.0,xkom,Intel® Core™ i5-13450HX,32,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",,,0,Brak,Intel
Lenovo Legion 5‑16 i5‑13450HX/16GB/512+1TB/Win11X RTX4060,6349.0,xkom,Intel® Core™ i5-13450HX,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,Intel
HP Omen 17 Ryzen 7‑8845HS/32GB/2TB/Win11x RTX4070 240Hz,8399.0,xkom,AMD Ryzen™ 7 8845HS,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",2TB,,2048,Windows 11 Home,AMD
HP Omen 17 Ryzen 7‑8845HS/32GB/1TB RTX4070 240Hz,7599.0,xkom,AMD Ryzen™ 7 8845HS,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,AMD
HP Omen 14 Ultra 9‑185H/32GB/1TB/Win11x RTX4060 White,10549.0,xkom,Intel® Core™ Ultra 9 185H,32,NVIDIA GeForce RTX 4060,"Błyszczący, OLED",1TB,,1024,Windows 11 Home,Intel
HP Omen 14 Ultra 9‑185H/32GB/1TB RTX4060 White,9999.0,xkom,Intel® Core™ Ultra 9 185H,32,NVIDIA GeForce RTX 4060,"Błyszczący, OLED",,,0,Brak,Intel
HP Omen 14 Ultra 9‑185H/32GB/1TB/Win11x RTX4070 White,10549.0,xkom,Intel® Core™ Ultra 9 185H,32,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",1TB,,1024,Windows 11 Home,Intel
HP Omen 14 Ultra 9‑185H/32GB/1TB RTX4070 White,9999.0,xkom,Intel® Core™ Ultra 9 185H,32,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",,,0,Brak,Intel
ASUS ZenBook 14 UX3405MA Ultra 9‑185H/32GB/1TB/Win11P OLED 120Hz,7299.0,xkom,Intel® Core™ Ultra 9 185H,32,Intel Arc™ Graphics,"Błyszczący, OLED",1TB,,1024,Windows 11 Professional,Intel
ASUS Vivobook 15 X1504VA i3‑1315U/8GB/512/Win11X,2299.0,xkom,Intel® Core™ i3-1315U,8,Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
ASUS Vivobook 15 X1504VA i3‑1315U/8GB/512,1799.0,xkom,Intel® Core™ i3-1315U,8,Intel UHD Graphics,"Matowy, LED, IPS",,,0,Brak,Intel
Lenovo LOQ‑15 i5‑12450HX/24GB/512+1TB/Win11 RTX4060 144Hz,4599.0,xkom,Intel® Core™ i5-12450HX,24,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,Intel
HP Omen 17 Ryzen 7‑8845HS/16GB/2TB/Win11x RTX4070 240Hz,7999.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",2TB,,2048,Windows 11 Home,AMD
HP Omen 17 Ryzen 7‑8845HS/16GB/2TB RTX4070 240Hz,7449.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,AMD
HP Omen 17 Ryzen 7‑8845HS/16GB/1TB RTX4070 240Hz,7199.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,AMD
HP Omen 17 Ryzen 7‑8845HS/32GB/512/Win11x RTX4060 144Hz,6649.0,xkom,AMD Ryzen™ 7 8845HS,32,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
HP Omen 17 Ryzen 7‑8845HS/16GB/512/Win11x RTX4060 144Hz,6249.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
HP Omen 16 Ryzen 7‑7840HS/32GB/1TB/Win11x RTX4070 240HZ,8249.0,xkom,AMD Ryzen™ 7 7840HS,32,NVIDIA GeForce RTX 4070 + AMD Radeon™ Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
HP Omen 16 Ryzen 7‑7840HS/32GB/2TB RTX4070 240HZ,7949.0,xkom,AMD Ryzen™ 7 7840HS,32,NVIDIA GeForce RTX 4070 + AMD Radeon™ Graphics,"Matowy, LED, IPS",,,0,Brak,AMD
HP Omen 16 Ryzen 7‑7840HS/32GB/1TB RTX4070 240HZ,7699.0,xkom,AMD Ryzen™ 7 7840HS,32,NVIDIA GeForce RTX 4070 + AMD Radeon™ Graphics,"Matowy, LED, IPS",,,0,Brak,AMD
HP Omen 16 i7‑14700HX/32GB/1TB/Win11x RTX4070 240Hz,9549.0,xkom,Intel® Core™ i7-14700HX,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Omen 16 i7‑14700HX/32GB/2TB RTX4070 240Hz,9249.0,xkom,Intel® Core™ i7-14700HX,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,Intel
HP Omen 16 i7‑14700HX/32GB/1TB RTX4070 240Hz,8999.0,xkom,Intel® Core™ i7-14700HX,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,Intel
HP Victus 16 Ryzen 7‑7840HS/16GB/1TB/Win11 RTX4060 144Hz,5249.0,xkom,AMD Ryzen™ 7 7840HS,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
Lenovo Legion Slim 5‑16 Ryzen 7‑8845HS/32GB/1TB RTX4070,8099.0,xkom,AMD Ryzen™ 7 8845HS,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,AMD
Lenovo Legion Slim 5‑16 Ryzen 7‑8845HS/32GB/1TB/Win11X RTX4060,7149.0,xkom,AMD Ryzen™ 7 8845HS,32,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
Lenovo Legion Slim 5‑16 Ryzen 7‑8845HS/32GB/512/Win11X RTX4060,6949.0,xkom,AMD Ryzen™ 7 8845HS,32,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
Lenovo Legion Slim 5‑16 Ryzen 7‑7435HS/32GB/512 RTX4070,7399.0,xkom,AMD Ryzen™ 7 7435HS,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,AMD
Lenovo Legion Slim 5‑16 Ryzen 7‑7435HS/32GB/512/Win11X RTX4070,7949.0,xkom,AMD Ryzen™ 7 7435HS,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
Lenovo Legion Slim 5‑16 Ryzen 7‑7435HS/16GB/512/Win11X RTX4070,7549.0,xkom,AMD Ryzen™ 7 7435HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
Lenovo Legion Slim 5‑16 Ryzen 7‑7435HS/16GB/512 RTX4070,6299.0,xkom,AMD Ryzen™ 7 7435HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,AMD
Lenovo LOQ‑15 Ryzen 7‑7435HS/32GB/1TB RTX4070 144Hz,6399.0,xkom,AMD Ryzen™ 7 7435HS,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,AMD
Lenovo LOQ‑15 Ryzen 7‑7435HS/32GB/1TB/Win11X RTX4070 144Hz,6949.0,xkom,AMD Ryzen™ 7 7435HS,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
Lenovo LOQ‑15 Ryzen 7‑7435HS/16GB/1TB/Win11X RTX4070 144Hz,6549.0,xkom,AMD Ryzen™ 7 7435HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
Lenovo LOQ‑15 Ryzen 7‑7435HS/16GB/1TB RTX4070 144Hz,5499.0,xkom,AMD Ryzen™ 7 7435HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,AMD
Lenovo Legion 5‑16 i7‑14650HX/32GB/1TB/Win11X RTX4070 240Hz,8549.0,xkom,Intel® Core™ i7-14650HX,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
Lenovo Legion 5‑16 i7‑14650HX/32GB/1TB RTX4070 240Hz,7999.0,xkom,Intel® Core™ i7-14650HX,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,Intel
Gigabyte AORUS 16X (2024) i7‑14650HX/16GB/1TB+1TB RTX4070 165Hz,7299.0,xkom,Intel® Core™ i7-14650HX,16,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,,,,0,Brak,Intel
Lenovo LOQ‑15 i5‑12450HX/32GB/1TB/Win11 RTX3050 144Hz,4199.0,xkom,Intel® Core™ i5-12450HX,32,NVIDIA GeForce RTX 3050,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
Lenovo LOQ‑15 Ryzen 7‑7435HS/32GB/512 RTX4070 144Hz,6199.0,xkom,AMD Ryzen™ 7 7435HS,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,AMD
Lenovo LOQ‑15 Ryzen 7‑7435HS/32GB/512/Win11X RTX4070 144Hz,6749.0,xkom,AMD Ryzen™ 7 7435HS,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
Lenovo LOQ‑15 Ryzen 7‑7435HS/16GB/512/Win11X RTX4070 144Hz,6349.0,xkom,AMD Ryzen™ 7 7435HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
Lenovo Legion Pro 5‑16 i5‑14500HX/32GB/1TB RTX4060 240Hz,6699.0,xkom,Intel® Core™ i5-14500HX,32,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",,,0,Brak,Intel
Lenovo LOQ‑15 i5‑12450HX/32GB/1TB RTX4050 144Hz,4199.0,xkom,Intel® Core™ i5-12450HX,32,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,Intel
Lenovo LOQ‑15 i5‑12450HX/32GB/1TB/Win11X RTX4050 144Hz,4749.0,xkom,Intel® Core™ i5-12450HX,32,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
Lenovo LOQ‑15 i5‑12450HX/16GB/1TB/Win11X RTX4050 144Hz,4349.0,xkom,Intel® Core™ i5-12450HX,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Pavilion 15 Ryzen 7‑7730U/16GB/1TB/Win11Px Silver,3099.0,xkom,AMD Ryzen™ 7 7730U,16,AMD Radeon™ Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Professional,AMD
HP Victus 16 Ryzen 5‑7640HS/16GB/1TB/Win11x RTX4060 144Hz,4699.0,xkom,AMD Ryzen™ 5 7640HS,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
HP Victus 16 Ryzen 5‑7640HS/32GB/512/Win11x RTX4060 144Hz,4949.0,xkom,AMD Ryzen™ 5 7640HS,32,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
HP Victus 16 Ryzen 5‑7640HS/16GB/512/Win11x RTX4060 144Hz,4549.0,xkom,AMD Ryzen™ 5 7640HS,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
HP Victus 16 Ryzen 5‑7640HS/16GB/1TB/Win11 RTX4060 144Hz,4649.0,xkom,AMD Ryzen™ 5 7640HS,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
HP Victus 16 Ryzen 5‑7640HS/32GB/512/Win11 RTX4060 144Hz,4899.0,xkom,AMD Ryzen™ 5 7640HS,32,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
HP Victus 16 i7‑14650HX/16GB/1TB/Win11x RTX4060 144Hz,6199.0,xkom,Intel® Core™ i7-14650HX,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 16 i7‑14650HX/16GB/1TB RTX4060 144Hz,5649.0,xkom,Intel® Core™ i7-14650HX,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",,,0,Brak,Intel
HP ProBook 450 G10 i5‑1335U/16GB/512/Win11P,3449.0,xkom,Intel® Core™ i5-1335U,16,Intel UHD,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
HP Victus 16 i5‑14450HX/32GB/512/Win11 RTX4060 144Hz,5399.0,xkom,Intel® Core™ i5-14450HX,32,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
HP Victus 15 Ryzen 7‑8845HS/16GB/1TB/Win11x RTX4050 144Hz,4699.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
HP Victus 15 Ryzen 7‑8845HS/16GB/512/Win11x RTX4050 144Hz,4549.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
HP Victus 15 Ryzen 7‑8845HS/16GB/1TB RTX4050 144Hz,4149.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,AMD
HP Victus 15 Ryzen 7‑8845HS/32GB/512 RTX4050 144Hz,4399.0,xkom,AMD Ryzen™ 7 8845HS,32,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,AMD
HP Victus 15 Ryzen 7‑8845HS/16GB/512 RTX4050 144Hz,3999.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,AMD
HP Victus 15 i5‑12500H/16GB/1TB/Win11 RTX4050 144Hz,4089.0,xkom,Intel® Core™ i5-12500H,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 15 i5‑12450H/32GB/1TB/Win11 RTX3050 144Hz,3899.0,xkom,Intel® Core™ i5-12450H,32,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 15 i5‑12450H/16GB/1TB/Win11 RTX3050 144Hz,3649.0,xkom,Intel® Core™ i5-12450H,16,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 15 i5‑12450H/32GB/512/Win11 RTX3050 144Hz,3749.0,xkom,Intel® Core™ i5-12450H,32,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
HP Victus 15 i5‑12450H/16GB/512/Win11 RTX3050 144Hz,3499.0,xkom,Intel® Core™ i5-12450H,16,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
HP Victus 16 i7‑14650HX/16GB/1TB/Win11x RTX4070 144Hz,7549.0,xkom,Intel® Core™ i7-14650HX,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 16 i7‑14650HX/32GB/1TB RTX4070 144Hz,7399.0,xkom,Intel® Core™ i7-14650HX,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,Intel
HP Victus 16 i7‑14650HX/16GB/1TB RTX4070 144Hz,6999.0,xkom,Intel® Core™ i7-14650HX,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,Intel
HP Victus 16 i5‑14450HX/32GB/512/Win11x RTX4060 144Hz,5749.0,xkom,Intel® Core™ i5-14450HX,32,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
HP Victus 16 i5‑14450HX/16GB/512/Win11x RTX4060 144Hz,5349.0,xkom,Intel® Core™ i5-14450HX,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
HP Victus 16 i5‑14450HX/32GB/512 RTX4060 144Hz,5199.0,xkom,Intel® Core™ i5-14450HX,32,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",,,0,Brak,Intel
HP Victus 16 i5‑14450HX/16GB/512 RTX4060 144Hz,4799.0,xkom,Intel® Core™ i5-14450HX,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",,,0,Brak,Intel
HP Victus 15 Ryzen 5‑8645HS/16GB/1TB/Win11x RTX4050 144Hz,4399.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050 + AMD Radeon™ Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
HP Victus 15 Ryzen 5‑8645HS/32GB/512/Win11x RTX4050 144Hz,4649.0,xkom,AMD Ryzen™ 5 8645HS,32,NVIDIA GeForce RTX 4050 + AMD Radeon™ Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
Lenovo LOQ‑15 Ryzen 5‑7235HS/24GB/512+1TB/Win11 RTX3050 144Hz,3599.0,xkom,AMD Ryzen™ 5 7235HS,24,NVIDIA GeForce RTX 3050,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,AMD
Lenovo Legion Slim 5‑16 Ryzen 7‑8845HS/16GB/512+1TB/Win11X RTX4060,6149.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,AMD
Lenovo LOQ‑15 Ryzen 5‑7235HS/16GB/512+1TB RTX3050 144Hz,3099.0,xkom,AMD Ryzen™ 5 7235HS,16,NVIDIA GeForce RTX 3050,"Matowy, LED, IPS",,,0,Brak,AMD
Lenovo Legion 5‑16 i7‑14650HX/32GB/512+1TB RTX4070,8199.0,xkom,Intel® Core™ i7-14650HX,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,Intel
Lenovo Legion Slim 5‑16 Ryzen 7‑8845HS/32GB/512+1TB/Win11X RTX4070,8299.0,xkom,AMD Ryzen™ 7 8845HS,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,AMD
HP Victus 15 i5‑12450H/32GB/1TB/Win11x RTX3050 144Hz,3899.0,xkom,Intel® Core™ i5-12450H,32,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 15 i5‑12450H/16GB/1TB/Win11x RTX3050 144Hz,3699.0,xkom,Intel® Core™ i5-12450H,16,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 15 i5‑12450H/8GB/1TB/Win11x RTX3050 144Hz,3599.0,xkom,Intel® Core™ i5-12450H,8,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 15 i5‑12450H/32GB/512/Win11x RTX3050 144Hz,3749.0,xkom,Intel® Core™ i5-12450H,32,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
HP Victus 15 i5‑12450H/8GB/512/Win11x RTX3050 144Hz,3449.0,xkom,Intel® Core™ i5-12450H,8,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
HP Victus 15 i5‑12450H/8GB/1TB RTX3050 144Hz,3049.0,xkom,Intel® Core™ i5-12450H,8,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",,,0,Brak,Intel
Lenovo Legion 5‑16 i7‑14650HX/16GB/512+1TB RTX4070 240Hz,7099.0,xkom,Intel® Core™ i7-14650HX,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,Intel
Lenovo Legion Slim 5‑16 Ryzen 7‑8845HS/16GB/512+1TB/Win11X RTX4070,7199.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,AMD
Lenovo Legion Slim 5‑16 Ryzen 7‑8845HS/16GB/512+1TB RTX4070 240Hz,6899.0,xkom,AMD Ryzen™ 7 8845HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,AMD
Lenovo Legion Slim 5‑16 Ryzen 5‑7640HS/16GB/1TB+1TB/Win11 RTX4060,6299.0,xkom,AMD Ryzen™ 5 7640HS,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",1TB+1TB,,2048,Windows 11 Home,AMD
Lenovo Legion 5‑16 i7‑13650HX/16GB/512+1TB/Win11 RTX4060 165Hz,6099.0,xkom,Intel® Core™ i7-13650HX,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,Intel
Lenovo IdeaPad 3‑17 i5‑1235U/16GB/1TB/Win11,2699.0,xkom,Intel® Core™ i5-1235U,16,Intel UHD Graphics + Intel UHD,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
Lenovo IdeaPad 3‑17 i5‑1235U/8GB/1TB/Win11,2549.0,xkom,Intel® Core™ i5-1235U,8,Intel UHD Graphics + Intel UHD,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
Acer Nitro V16 R5‑8645HS/64GB/1TB+1TB/Win11PX RTX4050 165Hz,5899.0,xkom,AMD Ryzen™ 5 8645HS,64,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB+1TB,,2048,Windows 11 Professional,AMD
Acer Nitro V16 R5‑8645HS/16GB/1TB+1TB/Win11PX RTX4050 165Hz,5099.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB+1TB,,2048,Windows 11 Professional,AMD
Acer Nitro V16 R5‑8645HS/64GB/512+1TB/Win11PX RTX4050 165Hz,5749.0,xkom,AMD Ryzen™ 5 8645HS,64,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Professional,AMD
Acer Nitro V16 R5‑8645HS/32GB/512+1TB/Win11PX RTX4050 165Hz,5249.0,xkom,AMD Ryzen™ 5 8645HS,32,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Professional,AMD
Acer Nitro V16 R5‑8645HS/16GB/512+1TB/Win11PX RTX4050 165Hz,4949.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Professional,AMD
Acer Nitro V16 R5‑8645HS/16GB/1TB/Win11PX RTX4050 165Hz,4799.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB,,1024,Windows 11 Professional,AMD
Acer Nitro V16 R5‑8645HS/32GB/512/Win11PX RTX4050 165Hz,4949.0,xkom,AMD Ryzen™ 5 8645HS,32,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,AMD
Acer Nitro V16 R5‑8645HS/16GB/512/Win11PX RTX4050 165Hz,5649.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,AMD
Acer Nitro V16 R5‑8645HS/64GB/1TB+1TB/Win11X RTX4050 165Hz,5749.0,xkom,AMD Ryzen™ 5 8645HS,64,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB+1TB,,2048,Windows 11 Home,AMD
Acer Nitro V16 R5‑8645HS/16GB/1TB+1TB/Win11X RTX4050 165Hz,4949.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB+1TB,,2048,Windows 11 Home,AMD
Acer Nitro V16 R5‑8645HS/64GB/1TB+1TB RTX4050 165Hz,5249.0,xkom,AMD Ryzen™ 5 8645HS,64,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,AMD
Acer Nitro V16 R5‑8645HS/32GB/1TB+1TB RTX4050 165Hz,4749.0,xkom,AMD Ryzen™ 5 8645HS,32,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,AMD
Acer Nitro V16 R5‑8645HS/16GB/1TB+1TB RTX4050 165Hz,4449.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,AMD
Acer Nitro V16 R5‑8645HS/64GB/512+1TB/Win11X RTX4050 165Hz,5599.0,xkom,AMD Ryzen™ 5 8645HS,64,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,AMD
Acer Nitro V16 R5‑8645HS/32GB/512+1TB/Win11X RTX4050 165Hz,5099.0,xkom,AMD Ryzen™ 5 8645HS,32,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,AMD
Acer Nitro V16 R5‑8645HS/16GB/512+1TB/Win11X RTX4050 165Hz,4799.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,AMD
Acer Nitro V16 R5‑8645HS/32GB/512+1TB RTX4050 165Hz,4599.0,xkom,AMD Ryzen™ 5 8645HS,32,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,AMD
Acer Nitro V16 R5‑8645HS/16GB/512+1TB RTX4050 165Hz,4299.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,AMD
Acer Nitro V16 R5‑8645HS/64GB/1TB/Win11X RTX4050 165Hz,5449.0,xkom,AMD Ryzen™ 5 8645HS,64,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
Acer Nitro V16 R5‑8645HS/32GB/1TB/Win11X RTX4050 165Hz,4949.0,xkom,AMD Ryzen™ 5 8645HS,32,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
Acer Nitro V16 R5‑8645HS/16GB/1TB/Win11X RTX4050 165Hz,4649.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
Acer Nitro V16 R5‑8645HS/64GB/1TB RTX4050 165Hz,4949.0,xkom,AMD Ryzen™ 5 8645HS,64,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,AMD
Acer Nitro V16 R5‑8645HS/16GB/1TB RTX4050 165Hz,4149.0,xkom,AMD Ryzen™ 5 8645HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",,,0,Brak,AMD
